Result,DF URL,Original URL,Title,Last Valid Web Archive URL,Redirect URL,Redirect Count,Response Code
Redirected,http://daringfireball.net/linked/2016/01/27/alpha-go,http://googleresearch.blogspot.com/2016/01/alphago-mastering-ancient-game-of-go.html,AlphaGo: Google Research Project Plays Top-Level Go,,http://googleresearch.blogspot.co.uk/2016/01/alphago-mastering-ancient-game-of-go.html,,
Server Problem,http://daringfireball.net/linked/2016/01/27/kerris-twitter,http://recode.net/2016/01/26/twitter-eyeing-apple-veteran-for-top-comms-job/,"Swisher: ‘Twitter Is Close to Hiring Natalie Kerris, the Longtime and High-Profile Apple Communications Exec, to Run Its Communications Unit’",http://web.archive.org/web/20160128085558/https://recode.net/2016/01/26/twitter-eyeing-apple-veteran-for-top-comms-job/,,,404
Reachable,http://daringfireball.net/linked/2016/01/27/2015-omni-report,https://www.omnigroup.com/blog/looking-back-looking-ahead-2016-edition,The 2015 Omni Group Report,,,,200
Reachable,http://daringfireball.net/linked/2016/01/27/2015-panic-report,https://panic.com/blog/the-2015-panic-report/,The 2015 Panic Report,,,,200
Reachable,http://daringfireball.net/linked/2016/01/26/apple-facebook-currency,https://twitter.com/tomgara/status/692111800289095682,Perspective on Apple’s Financial Might,,,,200
Redirected,http://daringfireball.net/linked/2016/01/26/sun-apple-four-billion,http://www.businessinsider.com/sun-almost-bought-apple-in-1996-2016-1,"20 Years Ago Today, Sun Almost Bought Apple for $4 Billion",,http://uk.businessinsider.com/sun-almost-bought-apple-in-1996-2016-1?r=US&IR=T,,
Reachable,http://daringfireball.net/linked/2016/01/26/the-chickening,http://kottke.org/16/01/the-chickening,The Chickening,,,,200
Reachable,http://daringfireball.net/linked/2016/01/26/cook-q1,http://www.imore.com/tim-apples-ceo-q1-2016,Tim Cook on Q1 2016,,,,200
Reachable,http://daringfireball.net/linked/2016/01/26/abe-vidoda-letterman,https://www.youtube.com/watch?v=bgy5vRJDPUA&feature=youtu.be,"Abe Vigoda, Still Alive in 1988",,,,200
Reachable,http://daringfireball.net/linked/2016/01/26/abe-vigoda,http://talkingpointsmemo.com/news/abe-vigoda-godfather-actor-dies-obit,Abe Vigoda Dies at 94,,,,200
Reachable,http://daringfireball.net/linked/2016/01/25/ordeal-kingdom,http://www.theonion.com/article/disney-world-opens-new-ordeal-kingdom-family-meltd-52230,Disney World Opens New Ordeal Kingdom for Family Meltdowns,,,,200
Reachable,http://daringfireball.net/linked/2016/01/25/df-rss-feed-sponsors,http://daringfireball.net/feeds/sponsors/,DF RSS Feed Sponsorship Openings,,,,200
Reachable,http://daringfireball.net/linked/2016/01/25/planned-parenthood,http://www.chron.com/news/houston-texas/article/Harris-grand-jury-indicts-pair-behind-Planned-6782865.php,"Texas Grand Jury Clears Planned Parenthood, Indicts Pair Who Made Video",,,,200
Reachable,http://daringfireball.net/linked/2016/01/25/surface-nfl,http://www.cnet.com/news/microsofts-surface-takes-a-hit-during-nfl-playoff-game/,Microsoft’s Surface Tablets Takes a Hit During NFL Playoff Game,,,,200
Reachable,http://daringfireball.net/linked/2016/01/25/anandtech-pixel-c,http://www.anandtech.com/show/9972/the-google-pixel-c-review/8,AnandTech Reviews the Google Pixel C,,,,200
Reachable,http://daringfireball.net/linked/2016/01/24/the-talk-show-143,http://daringfireball.net/thetalkshow/2016/01/24/ep-143,The Talk Show: ‘A Squirrel Eating a Duck’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/23/imgix,https://www.imgix.com/?utm_campaign=2016-01-14-daring-fireball,Imgix,,,,200
Reachable,http://daringfireball.net/linked/2016/01/23/anywhere-but-medium,http://scripting.com/liveblog/users/davewiner/2016/01/20/0900.html,Anywhere but Medium,,,,200
Reachable,http://daringfireball.net/linked/2016/01/22/gurman-5se,http://9to5mac.com/2016/01/22/apple-readies-iphone-5se-not-6c-for-marchapril-with-curved-edges-live-photos/,Mark Gurman Says New 4-Inch iPhone to Be Called ’iPhone 5se’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/22/google-search-ios,http://www.bloomberg.com/news/articles/2016-01-22/google-paid-apple-1-billion-to-keep-search-bar-on-iphone,What Google Pays Apple to Keep Google Search the Default Search Engine on iOS,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/01/21/att-nsa,http://www.nytimes.com/2015/08/16/us/politics/att-helped-nsa-spy-on-an-array-of-internet-traffic.html,AT&T Helped U.S. Spy on Internet on a Vast Scale,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2015%2F08%2F16%2Fus%2Fpolitics%2Fatt-helped-nsa-spy-on-an-array-of-internet-traffic.html%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/01/21/stephenson-shit-bag,http://arstechnica.com/tech-policy/2016/01/att-ceo-wont-join-tim-cook-in-fight-against-encryption-backdoors/,AT&T CEO Randall Stephenson Won’t Join Tim Cook in Fight Against Encryption Backdoors,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/paperwork-reduction-act,https://medium.com/@cjoh/the-law-everyone-should-hate-f9dd8cc16fc7#.g9m2zcfv8,The Paperwork Reduction Act,,,,200
Redirected,http://daringfireball.net/linked/2016/01/21/difference-between-pc-and-mobile-eras,http://www.forbes.com/sites/miguelhelft/2016/01/21/oracle-says-google-made-31-billion-in-revenue-from-android-what-does-it-mean/,The Difference Between the PC and Mobile Eras,,http://www.forbes.com/forbes/welcome/,,
Reachable,http://daringfireball.net/linked/2016/01/21/largest-companies-by-market-cap,http://www.dogsofthedow.com/largest-companies-by-market-cap.htm,Largest Companies by Market Cap Today,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/oracle-google-31-billion,http://www.bloomberg.com/news/articles/2016-01-21/google-s-android-generates-31-billion-revenue-oracle-says-ijor8hvt,"In Court, Oracle Claims Google’s Android Has Generated $31 Billion in Revenue, $22 Billion in Profit",,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/assembled-in-america-mac-pro,http://www.apple.com/shop/buy-mac/mac-pro,The Assembled-in-America Mac Pro,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/malik-spiekermann,http://pi.co/erik-spiekermann/,A Conversation With Erik Spiekermann,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/find-my-phone,http://fusion.net/story/214995/find-my-phone-apps-lead-to-wrong-home/,When ‘Find My Phone’ Goes Wrong,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/finally-of-the-week,http://www.techspot.com/news/63546-1500-apple-watch-hermes-edition-finally-available-buy.html,‘Finally’ of the Week,,,,200
Reachable,http://daringfireball.net/linked/2016/01/21/foxconn-brazil,http://www.reuters.com/article/us-foxconn-brazil-apple-insight-idUSKBN0N40CP20150413,Foxconn in Brazil,,,,200
Reachable,http://daringfireball.net/linked/2016/01/20/mogull-apple-encryption,http://tidbits.com/article/16210,Why Apple Defends Encryption,,,,200
Reachable,http://daringfireball.net/linked/2016/01/20/music-memos,http://www.apple.com/music-memos/,Music Memos,,,,200
Reachable,http://daringfireball.net/linked/2016/01/19/media-insider-android-app,https://www.youtube.com/watch?v=oF4tnHIjHzA,Media Insider’s Android App,,,,200
Reachable,http://daringfireball.net/linked/2016/01/19/symphony-observer,http://observer.com/2016/01/netflix-hulu-data-symphony-advanced-media/,How Symphony Works,,,,200
Reachable,http://daringfireball.net/linked/2016/01/19/symphony-wired,http://www.wired.com/2016/01/meet-symphony-the-company-that-tracks-netflixs-elusive-ratings/,"Meet Symphony, the Company That Tracks Netflix’s Elusive Ratings",,,,200
Reachable,http://daringfireball.net/linked/2016/01/19/susan-kare-layers,https://vimeo.com/151277875,Susan Kare at Layers 2015,,,,200
Reachable,http://daringfireball.net/linked/2016/01/18/netflix-ratings,http://mobile.nytimes.com/2016/01/18/business/media/disruption-by-netflix-irks-tv-foes.html?referer=,NYT: ‘Netflix’s Opaque Disruption Annoys Rivals on TV’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/18/trump-apple-usa,http://gizmodo.com/trump-says-he-will-force-apple-to-manufacture-in-the-us-1753626111,Trump Says He’ll Get Apple to Manufacture ‘Their Damn Computers in This Country’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/18/new-york-encryption,http://www.loopinsight.com/2016/01/15/new-york-state-introduces-bill-to-ban-sale-of-encrypted-smartphones/,New York State Introduces Bill to Ban Sale of Encrypted Smartphones,,,,200
Reachable,http://daringfireball.net/linked/2016/01/18/widow-password,http://www.cnet.com/news/widow-says-apple-told-her-to-get-court-order-to-secure-dead-husbands-password/,CNet: ‘Widow Says Apple Told Her to Get Court Order to Secure Dead Husband’s Password’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/18/mlk,http://www.apple.com/,"‘Life’s Most Persistent and Urgent Question Is, “What Are You Doing for Others?” ’",,,,200
Redirected,http://daringfireball.net/linked/2016/01/16/cloudmagic,https://cloudmagic.com/k/analytics/click?target=cmmail_mac&source=df,CloudMagic for Mac,,https://itunes.apple.com/us/app/cloudmagic-email/id1059655371?ls=1&mt=12,,
Reachable,http://daringfireball.net/linked/2016/01/15/iad,https://developer.apple.com/news/?id=01152016a,iAd App Network Will Be Discontinued,,,,200
Reachable,http://daringfireball.net/linked/2016/01/15/fujifilm-x70,http://www.theverge.com/2016/1/14/10766850/fuji-x70-announced-specs-price-release-date,"Fujifilm X70: Smaller, Wider, Cheaper (But, Alas, Slower) X100",,,,200
Reachable,http://daringfireball.net/linked/2016/01/15/cook-encryption,https://theintercept.com/2016/01/12/apples-tim-cook-lashes-out-at-white-house-officials-for-being-wishy-washy-on-encryption/,Tim Cook Lashes Out at White House Officials for Being Wishy-Washy on Encryption,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/01/14/airball,http://www.nytimes.com/2016/01/15/sports/air-ball-chants-become-a-high-school-cause.html,High School Policy on ‘Air Ball’ Chants Draws Sharp Responses,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F01%2F15%2Fsports%2Fair-ball-chants-become-a-high-school-cause.html%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/01/14/apple-vs-aapl,http://www.aboveavalon.com/notes/2016/1/11/the-two-apples,Apple vs. AAPL,,,,200
Reachable,http://daringfireball.net/linked/2016/01/14/alan-rickman,http://www.latimes.com/entertainment/movies/moviesnow/la-et-mn-alan-rickman-dies-20160114-story.html,Alan Rickman Dies at 69,,,,200
Redirected,http://daringfireball.net/linked/2016/01/14/iad-sales-team,http://www.buzzfeed.com/johnpaczkowski/apple-iad,Apple to Disband iAd Sales Team,,https://www.buzzfeed.com/johnpaczkowski/apple-iad,,
Reachable,http://daringfireball.net/linked/2016/01/14/snapchat-stern,http://www.wsj.com/video/snapchat-explained-using-snapchat/84712C9C-41D7-4C4F-AA4D-28AF383846AD.html,Joanna Stern Explains Snapchat Using Snapchat,,,,200
Reachable,http://daringfireball.net/linked/2016/01/13/the-talk-show-142,http://daringfireball.net/thetalkshow/2016/01/13/ep-142,The Talk Show: ‘They Sherlocked F.lux’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/13/journalism-ces,http://gizmodo.com/tech-journalists-tweeted-about-a-fitness-tracker-to-win-1752538146,Tech Journalists Tweeted About a Fitness Tracker to Win a $5430 Vacation Voucher,,,,200
Reachable,http://daringfireball.net/linked/2016/01/13/io-shoreline-ampitheatre,https://twitter.com/sundarpichai/status/686963501219233792,Google I/O Conference Moves to Mountain View,,,,200
Reachable,http://daringfireball.net/linked/2016/01/13/film-yedlin-johnson,http://coudal.com/archives/2016/01/yedlin_film_v_d.php,Cinematographer Steve Yedlin on Film vs. Digital,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/01/13/per-se-pete-wells,http://www.nytimes.com/2016/01/13/dining/pete-wells-per-se-review.html?_r=0,"NYT Restaurant Critic Pete Wells: ‘At Thomas Keller’s Per Se, Slips and Stumbles’",,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F01%2F13%2Fdining%2Fpete-wells-per-se-review.html%3F_r%3D3,5,
Reachable,http://daringfireball.net/linked/2016/01/12/headline-doom,http://www.macworld.com/article/3020552/ios/headline-doom-the-iphone-s-success-dooms-apple.html,Headline Doom,,,,200
Reachable,http://daringfireball.net/linked/2016/01/12/chowdhry-bozo,http://finance.yahoo.com/news/global-equities-trip-chowdhry-blasts-152639710.html,Trip ‘Claim’ Chowdhry Woke Up From Another Bender,,,,200
Redirected,http://daringfireball.net/linked/2016/01/11/bowie-lazarus,http://www.telegraph.co.uk/news/celebritynews/12092542/Bowies-last-album-was-parting-gift-for-fans-in-carefully-planned-finale.html,David Bowie’s New Album Was a ‘Parting Gift’ for Fans,,http://www.telegraph.co.uk/news/2016/03/16/david-bowies-last-release-lazarus-was-parting-gift-for-fans-in-c/,,
Reachable,http://daringfireball.net/linked/2016/01/11/forbes-fucking-sucks,http://www.extremetech.com/internet/220696-forbes-forces-readers-to-turn-off-ad-blockers-promptly-serves-malware,"Forbes Forces Readers to Turn Off Ad Blockers, Promptly Serves Malware",,,,200
Reachable,http://daringfireball.net/linked/2016/01/11/bowie,http://www.hollywoodreporter.com/news/david-bowie-dead-legendary-artist-854364,David Bowie Dead at 69,,,,200
Reachable,http://daringfireball.net/linked/2016/01/10/guyett-star-wars,http://www.studiodaily.com/2016/01/ilm-vfx-supervisor-roger-guyett-on-star-wars-the-force-awakens/,ILM VFX Supervisor Roger Guyett on ‘Star Wars: The Force Awakens’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/09/chewbacca-comic,http://tysonmurphy.tumblr.com/post/136936953919/star-wars-7-spoilers-a-quick-little-comic-i,Beautiful Chewbacca Fan Comic by Tyson Murphy,,,,200
Reachable,http://daringfireball.net/linked/2016/01/09/doxie-go,http://www.getdoxie.com/product/doxie-go/?utm_source=daringfireball&utm_medium=ad&utm_campaign=2016-01,Doxie Go,,,,200
Reachable,http://daringfireball.net/linked/2016/01/08/pappy-destroyers,http://www.wmur.com/news/more-than-2-dozen-bottles-of-stolen-bourbon-to-be-destroyed/37318080,Dozens of Bottles of Pappy Van Winkle to Be Destroyed,,,,200
Reachable,http://daringfireball.net/linked/2016/01/08/six-colors-report-card,https://sixcolors.com/post/2016/01/apples-final-report-card-for-2015/,Apple in 2015: The Six Colors Report Card,,,,200
Reachable,http://daringfireball.net/linked/2016/01/08/deadwood,http://tvline.com/2016/01/07/deadwood-movie-reunion-hbo-premiere-date/,HBO Greenlights ‘Deadwood’ Reunion Movie,,,,200
Reachable,http://daringfireball.net/linked/2016/01/08/vtech,http://motherboard.vice.com/read/hacked-toy-company-vtech-let-us-monitor-your-house,Hacked Toy Company VTech: Let Us Monitor Your House,,,,200
Reachable,http://daringfireball.net/linked/2016/01/08/the-web-vs-the-force,https://www.youtube.com/watch?v=tUNUBrch-3M,‘The Web vs. The Force’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/07/granger-huffington-post-force-awakens,https://m.facebook.com/notes/matty-granger/at-long-lastmy-star-wars-episode-vii-review-the-force-awakens-the-rise-of-idiot-/10153163095086277/,Matt Granger on ‘The Force Awakens’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/07/how-much-does-apple-pay-jony-ive,http://fortune.com/2016/01/07/apple-jony-ive-compensation/,How Much Does Apple Pay Jony Ive?,,,,200
Reachable,http://daringfireball.net/linked/2016/01/07/sullivan-iphone-7-headphone-jack,http://www.fastcompany.com/3055208/its-true-apple-will-drop-the-headphone-jack-to-make-the-iphone-7-slimmer-and-simpler,Fast Company Report on Apple Dropping 3.5mm Audio Jack in Next iPhone,,,,200
Reachable,http://daringfireball.net/linked/2016/01/07/legere-bullshit,http://qz.com/588701/t-mobile-ceo-john-legere-defends-his-streaming-plan-against-bullshit-complaints-from-jerks-at-google/,T-Mobile CEO John Legere Defends His Streaming Plan Against “Bullshit” Complaints From “Jerks” at Google,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/clymer-h-moser-watch,https://www.hodinkee.com/articles/the-h-moser-and-cie-swiss-alp-watch-a-not-so-subtle-jab-at-the-apple-watch/,The H. Moser & Cie. Swiss Alp Watch,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/griffey-hall-of-fame,http://m.mlb.com/news/article/161180408/hall-of-fame-elects-griffey-piazza,"Ken Griffey Jr. Elected to Baseball Hall of Fame With Record-Breaking, But Not Unanimous, Vote",,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/macbook-pro-101,https://marco.org/2016/01/04/md101ll-a,Why the 2012 Non-Retina MacBook Pro Still Sells,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/circus-ponies,http://www.circusponies.com/,Circus Ponies Is Out of Business,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/gartner-idc-2011-predictions,http://www.macobserver.com/tmo/article/revisiting-gartner-and-idc-2011-predictions-that-windows-phone-would-pass-i?utm_campaign=tmo_story_sidebar,Revisiting Gartner and IDC 2011 Predictions That Windows Phone Would Pass iOS in 2015,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/gartenberg-ces,http://www.imore.com/ces-2016-toaster-fridge-awakens-4k-hdr,The Toaster-Fridge Awakens,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/cybart-lenovo-ripoff,https://twitter.com/neilcybart/status/684613479303659520,Can You Spot the Difference?,,,,200
Reachable,http://daringfireball.net/linked/2016/01/06/app-store-holiday-season,http://www.apple.com/pr/library/2016/01/06Record-Breaking-Holiday-Season-for-the-App-Store.html,Apple: Record-Breaking Holiday Season for the App Store,,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/google-school,http://verynicewebsite.net/2016/01/google-is-tracking-students/,Google Is Tracking Students’ Computer Usage,,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/tweet-10k,http://blogs.wsj.com/digits/2016/01/05/twitter-to-expand-tweets-140-character-limit-to-10000/,"Twitter to Expand Tweet’s 140-Character Limit to 10,000",,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/dediu-significant-contribution,http://www.asymco.com/2016/01/04/significant-contribution/#identifier_0_7507,‘Significant Contribution’,,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/dell-zen-monkeys,http://www.10zenmonkeys.com/2016/01/04/dell-computers-has-been-hacked/,Dell Customer Database Is in the Hands of Scammers,,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/samsung-galaxy-tab-pro-s,http://mashable.com/2016/01/05/samsung-galaxy-tab-pro-s/#oUrsAmC5oaqH,Samsung Galaxy Tab Pro S,,,,200
Reachable,http://daringfireball.net/linked/2016/01/05/microsoft-chinese-email-hack,http://www.reuters.com/article/us-microsoft-china-insight-idUSKBN0UE01Z20160101,Former Employees Claim Microsoft Failed to Warn Victims of Chinese Email Hack,,,,200
Reachable,http://daringfireball.net/linked/2016/01/04/obama-souza,https://medium.com/2015-year-in-review/behind-the-lens-2015-year-in-photographs-b5064a44df4a,Barack Obama’s 2015 in Photographs,,,,200
Reachable,http://daringfireball.net/linked/2016/01/02/fred-wilson-predictions,http://avc.com/2016/01/what-is-going-to-happen-in-2016/,Fred Wilson’s Predictions for 2016 ,,,,200
Redirected,http://daringfireball.net/linked/2016/01/02/trackr-atlas,http://www.thetrackr.com/atlas?utm_source=daringfireball&utm_medium=daringfireball&utm_campaign=daringfireball_email,TrackR Atlas,,https://www.thetrackr.com/atlas/new,,
Reachable,http://daringfireball.net/linked/2016/01/02/website-obesity-crisis,http://idlewords.com/talks/website_obesity.htm,The Website Obesity Crisis,,,,200
Reachable,http://daringfireball.net/linked/2016/01/01/the-talk-show-141,http://daringfireball.net/thetalkshow/2015/12/31/ep-141,The Talk Show: ‘Star Wars: The Force Awakens’ Holiday Spectacular,,,,200
