Result,DF URL,Original URL,Title,Last Valid Web Archive URL,Redirect URL,Redirect Count,Response Code
Reachable,http://daringfireball.net/linked/2016/02/25/twitter-missing-manual,https://eev.ee/blog/2016/02/20/twitters-missing-manual/,Twitter’s Missing Manual,,,,200
Reachable,http://daringfireball.net/linked/2016/02/25/foxconn-sharp,http://www.bbc.com/news/business-35657077,Sharp Accepts Foxconn Takeover Bid,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/24/iphone-impregnability,http://www.nytimes.com/2016/02/25/technology/apple-is-said-to-be-working-on-an-iphone-even-it-cant-hack.html?smid=tw-bna,The Next Step in iPhone Impregnability,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F25%2Ftechnology%2Fapple-is-said-to-be-working-on-an-iphone-even-it-cant-hack.html%3Fsmid%3Dtw-bna%26_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/02/24/scalia-1987,http://www.nytimes.com/1987/03/04/us/opinion-by-scalia-opposes-broad-view-of-police-power.html,Scalia in 1987: ‘The Constitution Sometimes Insulates the Criminality of a Few in Order to Protect the Privacy of Us All’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/24/abc-news-cook,http://abcnews.go.com/Technology/exclusive-apple-ceo-tim-cook-iphone-cracking-software/story?id=37173343,ABC News Posts Extensive Interview With Tim Cook on FBI/iPhone Case,,,,200
Reachable,http://daringfireball.net/linked/2016/02/24/scalia-votes,http://talkingpointsmemo.com/livewire/hans-von-spakovsky-count-scalia-votes,Former Bush Administration Official Argues Supreme Court Should Count Scalia’s Vote in Pending Cases,,,,200
Reachable,http://daringfireball.net/linked/2016/02/24/ortiz,http://nypost.com/2016/02/23/david-ortiz-makes-a-final-plea-to-yankees-fans/,David Ortiz Makes a Final Plea to Yankees Fans,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/spotify-google,https://news.spotify.com/us/2016/02/23/announcing-spotify-infrastructures-googley-future/,Spotify Moves Infrastructure to Google Cloud Platform,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/pew-poll-misleading,https://www.techdirt.com/articles/20160222/18020433677/pew-asks-stupid-misleading-question-about-fbi-apple-fight-gets-stupid-misleading-answers.shtml,Was Pew’s Polling Question on the Apple/FBI Debate Misleading?,,,,200
Server Problem,http://daringfireball.net/linked/2016/02/23/zdziarski-ribbon-cutters,http://www.zdziarski.com/blog/?p=5714,On Ribbons and Ribbon Cutters,,,,503
Reachable,http://daringfireball.net/linked/2016/02/23/pencil-pro-hallelujah,http://m.imore.com/pencilers-rejoice-apple-restoring-navigation,Apple to Restore UI Navigation With Pencil in Next iOS 9.3 Beta,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/sanchez-cato,https://www.justsecurity.org/29453/apple-vs-fbi-just-once/,Apple vs. FBI: ‘Just This Once’?,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/ted-olson,http://www.latimes.com/local/lanow/la-me-ln-ted-olson-joins-apple-fight-against-fbi-20160218-story.html,High-Profile Attorney Ted Olson Joins Apple’s Fight Against FBI Terror Probe,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/caldwell-apple-pencil,http://www.imore.com/apple-dont-cripple-pencils-navigation-ios-93,iOS 9.3 Betas Remove the Ability to Navigate iPad UI With Apple Pencil,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/23/gates-apple-fbi,http://www.ft.com/intl/cms/s/2/3559f46e-d9c5-11e5-98fd-06d75973fe09.html,Bill Gates Breaks Ranks Over FBI Apple Request,,http://www.ft.com/cms/s/2/3559f46e-d9c5-11e5-98fd-06d75973fe09.html,5,
Reachable,http://daringfireball.net/linked/2016/02/23/poll-apple-fbi,http://www.people-press.org/2016/02/22/more-support-for-justice-department-than-for-apple-in-dispute-over-unlocking-iphone/,Poll Shows More Support for Justice Department Than for Apple,,,,200
Reachable,http://daringfireball.net/linked/2016/02/23/wsj-about-12,http://www.wsj.com/article_email/justice-department-seeks-to-force-apple-to-extract-data-from-about-12-other-iphones-1456202213-lMyQjAxMTI2MjIzMzMyMTMwWj,WSJ: ‘Justice Department Seeks to Force Apple to Extract Data From About 12 Other iPhones’,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/23/absolutely,http://www.nytimes.com/2016/02/23/technology/apple-unlock-iphone-san-bernardino.html?_r=0,‘Absolutely Right’,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F23%2Ftechnology%2Fapple-unlock-iphone-san-bernardino.html%3F_r%3D3,5,
Reachable,http://daringfireball.net/linked/2016/02/22/zuck-s7,http://www.theverge.com/2016/2/21/11082992/mark-zuckerberg-galaxy-s7-event-mwc-2016,Mark Zuckerberg Stole Samsung’s Galaxy S7 Show,,,,200
Reachable,http://daringfireball.net/linked/2016/02/22/mdm,http://www.cbsnews.com/news/common-software-would-have-unlocked-san-bernardino-shooters-iphone/,MDM Software Would Have Unlocked San Bernardino Shooter’s iPhone,,,,200
Reachable,http://daringfireball.net/linked/2016/02/22/comey-apple-oped,https://www.lawfareblog.com/we-could-not-look-survivors-eye-if-we-did-not-follow-lead,FBI Director James Comey Publishes Op-Ed on Apple/Encryption Case,,,,200
Reachable,http://daringfireball.net/linked/2016/02/22/cook-email,http://techcrunch.com/2016/02/22/in-employee-email-apple-ceo-tim-cook-calls-for-commission-on-interaction-of-technology-and-intelligence-gathering/,"In Internal Email, Apple CEO Tim Cook Says Refusal to Unlock iPhone Is an Issue of Civil Liberties",,,,200
Reachable,http://daringfireball.net/linked/2016/02/22/apple-faq,http://www.apple.com/customer-letter/answers/,Apple Publishes FAQ on Their Fight Against the FBI,,,,200
Reachable,http://daringfireball.net/linked/2016/02/21/the-talk-show-147,http://daringfireball.net/thetalkshow/2016/02/21/ep-147,The Talk Show: ‘iTools or Whatever’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/21/white-house-petition,https://petitions.whitehouse.gov/petition/apple-privacy-petition,White House Petition to Side With Apple in FBI Fight,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/20/iphone-china-nyt,http://www.nytimes.com/2016/02/21/technology/apple-sees-value-in-privacy-vow.html?mwrsm=Twitter&_r=0,New York Times Publishes Report on iPhone Security and China,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F21%2Ftechnology%2Fapple-sees-value-in-privacy-vow.html%3Fmwrsm%3DTwitter%26_r%3D3,5,
Redirected,http://daringfireball.net/linked/2016/02/20/san-bernardino-county-crawls-out-from-under-the-bus-the-fbi-threw-them,http://www.buzzfeed.com/johnpaczkowski/apple-terrorists-appleid-passcode-changed-in-government-cust,San Bernardino Officials: Apple ID Password for Terrorist’s iPhone Reset at FBI Request,,https://www.buzzfeed.com/johnpaczkowski/apple-terrorists-appleid-passcode-changed-in-government-cust,,
Reachable,http://daringfireball.net/linked/2016/02/19/devmate,http://devmate.com/free-version?utm_source=pr&utm_medium=sponsorship&utm_campaign=DF,DevMate by MacPaw,,,,200
Reachable,http://daringfireball.net/linked/2016/02/19/mac-app-store-problems,http://mjtsai.com/blog/2016/02/16/more-mac-app-store-certificate-problems/,More Mac App Store Certificate Problems,,,,200
Reachable,http://daringfireball.net/linked/2016/02/19/trump,http://9to5mac.com/2016/02/19/donald-trump-apple-boycott-iphone/,Donald Trump Calls for Boycott on Apple,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/19/justice-dept-marketing-strategy,http://www.nytimes.com/2016/02/20/business/justice-department-calls-apples-refusal-to-unlock-iphone-a-marketing-strategy.html,Justice Department Calls Apple’s Refusal to Unlock iPhone a ‘Marketing Strategy’,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F20%2Fbusiness%2Fjustice-department-calls-apples-refusal-to-unlock-iphone-a-marketing-strategy.html%3F_r%3D2,5,
Redirected,http://daringfireball.net/linked/2016/02/19/paczkowski-apple-id,http://www.buzzfeed.com/johnpaczkowski/apple-terrorists-appleid-passcode-changed-in-government-cust?bftwnews&utm_term=.fvVme20Qk#.efAE3VoRz,"Apple: San Bernardino Suspect’s Apple ID Password Was Changed in Government Custody, Blocking Access",,https://www.buzzfeed.com/johnpaczkowski/apple-terrorists-appleid-passcode-changed-in-government-cust?bftwnews&utm_term=.fvVme20Qk,,
Reachable,http://daringfireball.net/linked/2016/02/19/right-to-security,https://securosis.com/blog/do-we-have-a-right-to-security,Do We Have a Right to Security?,,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/nyt-china-apple,https://twitter.com/Snowden/status/700073024373047297,New York Times Removes Passage on China From Story on Apple/FBI Encryption Fight,,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/businessweek-johny-srouji,http://www.bloomberg.com/features/2016-johny-srouji-apple-chief-chipmaker/,Businessweek Profiles Johny Srouji ,,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/schneier-washington-post,https://www.washingtonpost.com/posteverything/wp/2016/02/18/why-you-should-side-with-apple-not-the-fbi-in-the-san-bernardino-iphone-case/,"Bruce Schneier: ‘Why You Should Side With Apple, Not the FBI, in the San Bernardino iPhone Case’",,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/panzer-70,http://techcrunch.com/2016/02/18/no-apple-has-not-unlocked-70-iphones-for-law-enforcement/,"No, Apple Has Not Unlocked 70 iPhones for Law Enforcement",,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/dorsey-stands-with-cook,https://twitter.com/jack/status/700457149227360256,Jack Dorsey and Twitter ‘Stand With Tim Cook and Apple’,,,,200
Redirected,http://daringfireball.net/linked/2016/02/18/why-apple,http://kieranhealy.org/blog/archives/2016/02/18/walled-garden/,Why Apple?,,https://kieranhealy.org/blog/archives/2016/02/18/walled-garden/,,
Reachable,http://daringfireball.net/linked/2016/02/18/om-instagram,http://om.co/2016/02/13/instagram-ads-too-much/,Om Malik on Instagram Ads,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/18/nyt-apple-fbi,http://www.nytimes.com/2016/02/19/technology/tech-reactions-on-apple-highlight-issues-with-government-requests.html,NYT: ‘Apple Letter on iPhone Security Draws Muted Tech Industry Response’,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F19%2Ftechnology%2Ftech-reactions-on-apple-highlight-issues-with-government-requests.html%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/02/18/rgs-statement,http://reformgs.tumblr.com/post/139513553507/reform-government-surveillance-statement,Reform Government Surveillance Statement Regarding Encryption and Security,,,,200
Reachable,http://daringfireball.net/linked/2016/02/18/error-53,http://techcrunch.com/2016/02/18/apple-apologizes-and-updates-ios-to-restore-iphones-disabled-by-error-53/,Apple Apologizes and Updates iOS to Restore iPhones Disabled by Error 53,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/panzarino-apple-fbi,http://techcrunch.com/2016/02/17/why-apple-is-fighting-not-to-unlock-iphones-for-the-government/,Apple Fights for Precedent in iPhone Unlocking Case,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/pichai-apple-fbi,https://storify.com/gruber/sundar-pichai-on-the-apple-fbi-encryption-fight,Sundar Pichai on the Apple/FBI Encryption Fight,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/ios-security-guide,https://www.apple.com/business/docs/iOS_Security_Guide.pdf,Apple’s iOS Security Guide on Passcodes and the Secure Enclave (PDF),,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/snowden-google,https://twitter.com/Snowden/status/699997565987745792,Edward Snowden on Google’s Silence,,,,200
Redirected,http://daringfireball.net/linked/2016/02/17/politics-apple-fbi,http://www.buzzfeed.com/hamzashaban/apple-court-order-heats-up-encryption-battle-on-capitol-hill,Apple Court Order Heats Up Encryption Battle on Capitol Hill,,https://www.buzzfeed.com/hamzashaban/apple-court-order-heats-up-encryption-battle-on-capitol-hill,,
Reachable,http://daringfireball.net/linked/2016/02/17/apple-fbi-thompson,https://stratechery.com/2016/apple-versus-the-fbi-understanding-iphone-encryption-the-risks-for-apple-and-encryption/,Apple Versus the FBI,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/whatsapp-koum,https://www.facebook.com/jan.koum/posts/10153907267490011,WhatsApp CEO Jan Koum Supports Apple and Tim Cook in Encryption Fight,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/schiff-uber,http://www.elischiff.com/blog/2016/2/16/ubers-atomic-meltdown,Uber’s Atomic Meltdown,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/aclu-apple-fbi,https://www.aclu.org/news/aclu-comment-fbi-effort-force-apple-unlock-iphone,ACLU Comment on FBI Effort to Force Apple to Unlock iPhone,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/eff-all-writs-act,https://www.eff.org/deeplinks/2015/10/judge-doj-not-all-writs,The EFF on the Legality of Using the All Writs Act of 1789 to Compel Apple to Engineer a Back Door,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/guido-apple-fbi,http://blog.trailofbits.com/2016/02/17/apple-can-comply-with-the-fbi-court-order/,Apple Can Comply With the FBI Court Order,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/mogull-fbi-apple,http://www.macworld.com/article/3034355/ios/why-the-fbis-request-to-apple-will-affect-civil-rights-for-a-generation.html,Why the FBI’s Request to Apple Will Affect Civil Rights for a Generation,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/sicha-vox,http://www.wsj.com/articles/vox-hires-choire-sicha-to-oversee-partnerships-with-facebook-snapchat-1455714001,"Vox Hires Choire Sicha to Oversee Partnerships With Facebook, Snapchat",,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/making-a-murderer,http://kottke.org/16/02/the-entire-first-episode-of-making-a-murderer,The Entire First Episode of ‘Making a Murderer’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/17/apple-encryption,http://www.apple.com/customer-letter/,Apple Posts Open Letter to Customers on Encryption,,,,200
Reachable,http://daringfireball.net/linked/2016/02/16/really-good-question,http://www.imore.com/john-craig-eddy-solve-mystery-apple-tv-remote,"‘That’s a Really Good Question, John’",,,,200
Redirected,http://daringfireball.net/linked/2016/02/15/picasa,http://googlephotos.blogspot.com/2016/02/moving-on-from-picasa.html,Google ‘Retires’ Picasa,,http://googlephotos.blogspot.co.uk/2016/02/moving-on-from-picasa.html,,
Redirected,http://daringfireball.net/linked/2016/02/15/alexa,https://500ish.com/alexa-5f7924bffcf3#.du9nel4bo,"Alexa, Unlock the Internet",,https://500ish.com/alexa-5f7924bffcf3?gi=b686580dd890,,
Reachable,http://daringfireball.net/linked/2016/02/15/apples-elephant,https://medium.com/@AlexandraMint/apple-s-elephant-in-the-room-5383a43dc413#.54i4rzaqs,Apple’s Elephant in the Room,,,,200
Reachable,http://daringfireball.net/linked/2016/02/15/paris-2024,http://www.underconsideration.com/brandnew/archives/new_logo_for_paris_2024_candidate_city_by_dragon_rouge.php,Logo for Paris’s 2024 Olympics Bid,,,,200
Reachable,http://daringfireball.net/linked/2016/02/15/mod-q,http://craigmod.com/sputnik/leica_q/,Craig Mod on the Leica Q,,,,200
Redirected,http://daringfireball.net/linked/2016/02/12/squarespace,http://www.squarespace.com/?channel=mixedmedia&subchannel=daringfireball&source=daringfireball&campaign=2016&subcampaign=february,Squarespace,,https://www.squarespace.com/?channel=mixedmedia&subchannel=daringfireball&source=daringfireball&campaign=2016&subcampaign=february,,
Reachable,http://daringfireball.net/linked/2016/02/12/forster-apple-watch,http://www.hodinkee.com/articles/why-jack-forsters-cant-take-off-the-apple-watch,Why a Die-Hard Mechanical Watch Lover Can’t Get the Apple Watch Off His Wrist,,,,200
Reachable,http://daringfireball.net/linked/2016/02/12/ad-age-google-amp,http://adage.com/article/digital/google-amp-launch-looms-search-engine-scores-follow/302599/,Ad Age Retracts Claim That Google Will Favor AMP Pages in Search Results,,,,200
Reachable,http://daringfireball.net/linked/2016/02/12/dre,http://www.hollywoodreporter.com/live-feed/dr-dre-filming-apples-first-864502,Hollywood Reporter: ‘Dr. Dre Filming Apple’s First Scripted Television Series’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/12/the-talk-show-146,http://daringfireball.net/thetalkshow/2016/02/12/ep-146,"The Talk Show, With Very Special Guests Eddy Cue and Craig Federighi",,,,200
Reachable,http://daringfireball.net/linked/2016/02/11/gravitational-waves-explained,http://www.phdcomics.com/comics.php?f=1853,Gravitational Waves Explained,,,,200
Reachable,http://daringfireball.net/linked/2016/02/11/twilley-gravitational-waves,http://www.newyorker.com/tech/elements/gravitational-waves-exist-heres-how-scientists-finally-found-them,Gravitational Waves Exist: The Inside Story of How Scientists Finally Found Them,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/11/pandora,http://www.nytimes.com/2016/02/12/business/dealbook/pandora-is-said-to-have-held-talks-about-selling-itself.html,NYT: Pandora Is Said to Have Held Talks About Selling Itself,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F12%2Fbusiness%2Fdealbook%2Fpandora-is-said-to-have-held-talks-about-selling-itself.html%3F_r%3D2,5,
Redirected,http://daringfireball.net/linked/2016/02/11/time-myspace,http://www.businessinsider.com/time-inc-acquires-myspace-viant-2016-2,Time Inc. Acquires Myspace,,http://uk.businessinsider.com/time-inc-acquires-myspace-viant-2016-2?r=US&IR=T,,
Reachable,http://daringfireball.net/linked/2016/02/11/american-pharoah-stud,http://www.bloomberg.com/features/2016-american-pharoah-at-stud/,American Pharoah’s Second Life as a $200k-a-Night Stud,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/11/gravitational-waves,http://www.nytimes.com/2016/02/12/science/ligo-gravitational-waves-black-holes-einstein.html,"Gravitational Waves Detected, Confirming Einstein’s Theory",,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F12%2Fscience%2Fligo-gravitational-waves-black-holes-einstein.html%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/02/10/the-talk-show-145,http://daringfireball.net/thetalkshow/2016/02/10/ep-145,The Talk Show: ‘Anthropomorphic Human Bowel’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/10/curtis-revenue-per-employee,https://twitter.com/dcurtis/status/694586397588467712,"Comparing Tech Companies by Revenue and Profit Per Employee, 2015",,,,200
Redirected,http://daringfireball.net/linked/2016/02/10/trump-art-of-the-deal-movie,http://www.funnyordie.com/videos/ad38087bac/donald-trump-art-of-the-deal-movie,Donald Trump’s ‘The Art of the Deal: The Movie’,,http://www.funnyordie.com/videos/ae2c8db71f/art-of-the-deal-movie-trailer,,
Reachable,http://daringfireball.net/linked/2016/02/10/google-amp,http://adage.com/article/digital/google-amp-launch-looms-search-engine-scores-follow/302599/,Google AMP Launch Looms,,,,200
Reachable,http://daringfireball.net/linked/2016/02/10/aws-57-10,https://aws.amazon.com/service-terms/,Amazon’s Updated AWS Service Terms,,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/ipad-pro-pencil,https://medium.com/mindsea-development-inc/a-ux-designer-s-review-of-ipad-pro-2c20d0934cb7,A UX Designer’s Review of iPad Pro,,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/vector-networks-figma,https://medium.com/figma-design/introducing-vector-networks-3b877d2b864f,"Vector Networks, an Alternative to Paths",,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/rubin-dashcam,http://www.wired.com/2016/02/android-inventor-andy-rubin-playground-artificial-intelligence/,Free as in Frightening,,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/godin-doing-well,http://sethgodin.typepad.com/seths_blog/2016/01/getting-ahead-vs-doing-well.html,Getting Ahead vs. Doing Well,,,,200
Redirected,http://daringfireball.net/linked/2016/02/09/ben-rosen-teens-snapchat,http://www.buzzfeed.com/benrosen/how-to-snapchat-like-the-teens,Teenagers and Snapchat,,https://www.buzzfeed.com/benrosen/how-to-snapchat-like-the-teens,,
Reachable,http://daringfireball.net/linked/2016/02/09/thompson-missing-out,https://stratechery.com/2016/the-reality-of-missing-out/,The Reality of Missing Out,,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/arriving-at-san-francisco,http://martiancraft.com/blog/2015/10/san-francisco-part-2/,Arriving at San Francisco,,,,200
Reachable,http://daringfireball.net/linked/2016/02/09/operator,http://www.typography.com/blog/introducing-operator/,Operator — New Monospace Typeface From Hoefler & Co.,,,,200
Too Many Redirects,http://daringfireball.net/linked/2016/02/08/goodell-nfl,http://www.nytimes.com/2016/02/07/magazine/roger-goodells-unstoppable-football-machine.html,Roger Goodell’s Unstoppable Football Machine,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fwww.nytimes.com%2F2016%2F02%2F07%2Fmagazine%2Froger-goodells-unstoppable-football-machine.html%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/02/08/broncos-an-50,http://www.si.com/nfl/2016/02/08/super-bowl-50-broncos-defense-von-miller-panthers?utm_source=nextdraft&utm_medium=email,Super Bowl 50 and the Denver Broncos’ Defense,,,,200
Redirected,http://daringfireball.net/linked/2016/02/08/kellaway-hp,http://www.ft.com/intl/cms/s/2/b57fee24-cb3c-11e5-be0b-b7ece4e953a0.html,An Old-School Reply to an Advertiser’s Retro Threat,,http://www.ft.com/cms/s/2/b57fee24-cb3c-11e5-be0b-b7ece4e953a0.html,,
Too Many Redirects,http://daringfireball.net/linked/2016/02/08/nyt-flash-free,http://open.blogs.nytimes.com/2016/02/08/flash-free-video-in-2016/,Flash-Free Video in 2016,,http://www.nytimes.com/glogin?URI=http%3A%2F%2Fopen.blogs.nytimes.com%2F2016%2F02%2F08%2Fflash-free-video-in-2016%2F%3F_r%3D2,5,
Reachable,http://daringfireball.net/linked/2016/02/05/marco-watches,https://marco.org/2016/02/05/watch,The Apple Watch Got Marco Arment Hooked on Mechanical Watches,,,,200
Server Problem,http://daringfireball.net/linked/2016/02/05/igloo,https://www.igloosoftware.com/campaigns/hello?utm_source=daring%20fireball&utm_medium=referral_utm_campaign=blog,Igloo,http://web.archive.org/web/20160407204336/https://www.igloosoftware.com/campaigns/hello?utm_source=daring%20fireball&utm_medium=referral_utm_campaign=blog,,,400
Reachable,http://daringfireball.net/linked/2016/02/05/error-53,http://mashable.com/2016/02/05/iphone-error-53/#iIpYI8po3Sq7,‘Error 53’,,,,200
Reachable,http://daringfireball.net/linked/2016/02/05/microsoft-nokia-blass,http://venturebeat.com/2016/02/05/microsoft-nokia-and-the-burning-platform-a-final-look-at-the-failed-windows-phone-alliance/,"Microsoft, Nokia, and the Burning Platform",,,,200
Reachable,http://daringfireball.net/linked/2016/02/05/spencer-hall-mclaren,http://www.sbnation.com/2016/2/5/10918760/mclaren-570s-super-bowl-2016,Spencer Hall: ‘I Won the Super Bowl in a McLaren 570S’,,,,200
